CIE-10	Enfermedad	MF	MG	MF o MG	Atencion_primaria	Especialistas	Especialista_1	A1	A2	A3	A4	A5	Especialista_1_Total_k	Especialista_2	B1	B2	B3	B4	B5	Especialista_2_Total_k	Especialista_3	C1	C2	C3	C4	C5	Especialista_3_Total_k	Especialista_4	D1	D2	D3	D4	D5	Especialista_4_Total_k	Especialista_5	E1	E2	E3	E4	E5	Especialista_5_Total_k	Totales	Grupo Etario
Z13.4	EXAMEN DE PESQUISA ESPECIAL PARA CIERTOS TRASTORNOS DEL DESARROLLO EN EL NIÃ'O	2	0	0	2	3	PEDIATRIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z13.5	EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS DEL OJO Y DEL OIDO	1	0	0	1	4	PEDIATRIA	2	0	0	0	0	2	OFTALMOLOGIA	1	0	0	0	0	1	OTORRINOLARINGOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z13.6	EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS CARDIOVASCULARES	1	0	0	1	4	PEDIATRIA	2	0	0	0	0	2	CARDIOLOGIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z13.7	EXAMEN DE PESQUISA ESPECIAL PARA MALFORMACIONES CONGENITAS DEFORMIDADES Y ANOMALIAS CROMOSOMICAS	1	0	0	1	4	PEDIATRIA	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z13.9	EXAMEN DE PESQUISA ESPECIAL NO ESPECIFICADO	4	0	0	4	1	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z29.0	AISLAMIENTO	2	0	0	2	3	PEDIATRIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z29.9	MEDIDA PROFILACTICA NO ESPECIFICADA	4	0	0	4	1	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z53.1	PROCEDIMIENTO NO REALIZADO POR DECISION DEL PACIENTE POR RAZONES DE CREENCIA O PRESION DE GRUPO	3	1	1	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z53.2	PROCEDIMIENTO NO REALIZADO POR DECISION DEL PACIENTE POR OTRAS RAZONES Y LAS NO ESPECIFICADAS	3	1	1	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z71.2	PERSONA QUE CONSULTA PARA LA EXPLICACION DE HALLAZGOS DE INVESTIGACION	3	0	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z71.7	CONSULTA PARA ASESORIA SOBRE EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]	2	1	0	3	2	PEDIATRIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z71.9	CONSULTA NO ESPECIFICADA	3	1	1	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
Z75.8	OTROS PROBLEMAS RELACIONADOS CON SERVICIOS MEDICOS Y DE SALUD	4	0	0	4	1	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	A
A09	DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO	2	0	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B07	VERRUGAS VIRICAS	1	0	0	1	4	DERMATOLOGIA	3	0	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B80	ENTEROBIASIS	2	0	2	4	1	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B86	ESCABIOSIS	2	0	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B34.1	INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION	3	0	1	4	1	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B34.2	INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION	2	0	2	4	1	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B34.8	OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO	2	0	2	4	1	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B34.9	INFECCION VIRAL, NO ESPECIFICADA	3	0	1	4	1	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B35.0	TIÃ'A DE LA BARBA Y DEL CUERO CABELLUDO	1	0	2	3	2	DERMATOLOGIA	0	1	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B35.1	TIÃ'A DE LAS UÃ'AS	2	0	1	3	2	DERMATOLOGIA	1	0	0	1	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B35.2	TIÃ'A DE LA MANO	3	0	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B35.3	TIÃ'A DEL PIE [TINEA PEDIS]	3	0	2	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B35.4	TIÃ'A DEL CUERPO [TINEA CORPORIS]	2	0	2	4	1	DERMATOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B35.6	TIÃ'A INGUINAL [TINEA CRURIS]	2	0	2	4	1	DERMATOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B35.8	OTRAS DERMATOFITOSIS	3	0	0	3	2	DERMATOLOGIA	0	1	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B35.9	DERMATOFITOSIS, NO ESPECIFICADA	3	0	0	3	2	DERMATOLOGIA	0	1	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B82.0	HELMINTIASIS INTESTINAL, SIN OTRA ESPECIFICACION	2	0	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
B82.9	PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION	2	0	3	5	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
D50.0	ANEMIA POR DEFICIENCIA DE HIERRO SECUNDARIA A PERDIDA DE SANGRE (CRONICA)	0	0	1	1	4	PEDIATRIA	1	1	0	0	0	2	HEMATOLOGIA CLINICA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
D50.8	OTRAS ANEMIAS POR DEFICIENCIA DE HIERRO	2	0	1	3	2	PEDIATRIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
D50.9	ANEMIA POR DEFICIENCIA DE HIERRO SIN OTRA ESPECIFICACION	3	0	1	4	1	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
D64.8	OTRAS ANEMIAS ESPECIFICADAS	2	0	0	2	3	HEMATOLOGIA CLINICA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
D64.9	ANEMIA DE TIPO NO ESPECIFICADO	3	0	1	4	1	HEMATOLOGIA CLINICA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E03.0	HIPOTIROIDISMO CONGENITO CON BOCIO DIFUSO	0	0	0	0	5	ENDOCRINOLOGIA	2	3	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E03.1	HIPOTIROIDISMO CONGENITO SIN BOCIO	1	0	0	1	4	ENDOCRINOLOGIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E03.2	HIPOTIROIDISMO DEBIDO A MEDICAMENTOS Y A OTRAS SUSTANCIAS EXOGENAS	0	0	0	0	5	ENDOCRINOLOGIA	2	2	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E03.8	OTROS HIPOTIROIDISMOS ESPECIFICADOS	2	0	0	2	3	ENDOCRINOLOGIA	2	0	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E03.9	HIPOTIROIDISMO, NO ESPECIFICADO	2	0	0	2	3	ENDOCRINOLOGIA	1	1	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E28.0	EXCESO DE ESTROGENOS	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	0	2	1	0	0	3	ENDOCRINOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E28.1	EXCESO DE ANDROGENOS	0	0	0	0	5	UROLOGIA GENERAL	1	0	0	0	0	1	PEDIATRIA	0	1	0	0	0	1	ENDOCRINOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E28.2	SINDROME DE OVARIO POLIQUISTICO	1	0	1	2	3	GINECOLOGIA Y OBSTETRICIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E28.3	INSUFICIENCIA OVARICA PRIMARIA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E28.8	OTRAS DISFUNCIONES OVARICAS	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	4	0	1	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E28.9	DISFUNCION OVARICA, NO ESPECIFICADA	0	0	0	0	5	GINECOLOGIA Y OBSTETRICIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E30.0	PUBERTAD RETARDADA	0	0	0	0	5	PEDIATRIA	0	2	0	0	0	2	ENDOCRINOLOGIA	1	2	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E30.1	PUBERTAD PRECOZ	1	0	0	1	4	PEDIATRIA	0	1	0	0	0	1	ENDOCRINOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E30.8	OTROS TRASTORNOS DE LA PUBERTAD	1	0	0	1	4	PEDIATRIA	1	1	0	0	0	2	ENDOCRINOLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E30.9	TRASTORNO DE LA PUBERTAD, NO ESPECIFICADO	1	0	0	1	4	PEDIATRIA	0	1	0	0	0	1	ENDOCRINOLOGIA	1	1	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E34.3	ENANISMO, NO CLASIFICADO EN OTRA PARTE	0	0	0	0	5	ENDOCRINOLOGIA	2	2	0	0	0	4	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E34.4	ESTATURA ALTA CONSTITUCIONAL	3	0	1	4	1	ENDOCRINOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E34.8	OTROS TRASTORNOS ENDOCRINOS ESPECIFICADOS	1	0	0	1	4	ENDOCRINOLOGIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E34.9	TRASTORNO ENDOCRINO, NO ESPECIFICADO	1	0	0	1	4	ENDOCRINOLOGIA	1	2	0	0	0	3	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E66.0	OBESIDAD DEBIDA A EXCESO DE CALORIAS	2	0	1	3	2	PEDIATRIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E66.3	SOBREPESO	3	0	1	4	1	PEDIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E66.8	OTROS TIPOS DE OBESIDAD	2	0	0	2	3	ENDOCRINOLOGIA	0	0	0	0	1	1	PEDIATRIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E66.9	OBESIDAD, NO ESPECIFICADA	2	0	1	3	2	PEDIATRIA	2	0	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E78.0	HIPERCOLESTEROLEMIA PURA	2	0	1	3	2	PEDIATRIA	1	0	0	0	0	1	GASTROENTEROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E78.1	HIPERGLICERIDEMIA PURA	2	0	1	3	2	PEDIATRIA	1	0	0	0	0	1	GASTROENTEROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E78.2	HIPERLIPIDEMIA MIXTA	2	0	1	3	2	PEDIATRIA	1	0	0	0	0	1	ENDOCRINOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E78.3	HIPERQUILOMICRONEMIA	1	0	0	1	4	ENDOCRINOLOGIA	3	0	0	0	0	3	MEDICINA INTERNA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E78.4	OTRA HIPERLIPIDEMIA	2	0	1	3	2	ENDOCRINOLOGIA	0	1	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E78.5	HIPERLIPIDEMIA NO ESPECIFICADA	2	0	1	3	2	PEDIATRIA	1	0	0	0	0	1	ENDOCRINOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E78.8	OTROS TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS	2	0	1	3	2	ENDOCRINOLOGIA	0	1	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
E78.9	TRASTORNO DEL METABOLISMO DE LAS LIPOPROTEINAS, NO ESPECIFICADO	2	0	1	3	2	ENDOCRINOLOGIA	1	0	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F41.0	TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA]	0	0	0	0	5	PSIQUIATRIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F41.1	TRASTORNO DE ANSIEDAD GENERALIZADA	1	0	0	1	4	PSIQUIATRIA	2	1	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F41.2	TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION	1	0	0	1	4	PSIQUIATRIA	2	2	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F41.3	OTROS TRASTORNOS DE ANSIEDAD MIXTOS	1	0	1	2	3	PSIQUIATRIA	1	1	1	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F41.8	OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS	2	0	1	3	2	PSIQUIATRIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F41.9	TRASTORNO DE ANSIEDAD, NO ESPECIFICADO	2	0	1	3	2	PSIQUIATRIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F80.0	TRASTORNO ESPECIFICO DE LA PRONUNCIACION	1	0	0	1	4	MEDICINA FISICA Y REHABILITACION	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F80.1	TRASTORNO DEL LENGUAJE EXPRESIVO	1	0	0	1	4	MEDICINA FISICA Y REHABILITACION	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F80.2	TRASTORNO DE LA RECEPCION DEL LENGUAJE	1	0	0	1	4	MEDICINA FISICA Y REHABILITACION	2	0	0	0	0	2	PEDIATRIA	1	0	0	0	0	1	NEUROLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F80.8	OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE	1	0	0	1	4	MEDICINA FISICA Y REHABILITACION	4	0	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F80.9	TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO	1	0	0	1	4	MEDICINA FISICA Y REHABILITACION	3	0	0	0	0	3	NEUROLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F84.0	AUTISMO EN LA NIÃ'EZ	0	0	0	0	5	PSIQUIATRIA	3	1	0	0	0	4	NEUROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F84.1	AUTISMO ATIPICO	0	0	0	0	5	PSIQUIATRIA	3	1	0	0	0	4	NEUROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F84.3	OTRO TRASTORNO DESINTEGRATIVO DE LA NIÃ'EZ	0	0	0	0	5	PEDIATRIA	2	0	0	0	0	2	PSIQUIATRIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F84.4	TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS	0	0	0	0	5	PSIQUIATRIA	2	0	0	0	0	2	PEDIATRIA	0	1	0	0	0	1	NEUROLOGIA	1	1	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F84.5	SINDROME DE ASPERGER	0	0	0	0	5	PSIQUIATRIA	3	1	0	0	0	4	NEUROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F84.8	OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO	0	0	0	0	5	PEDIATRIA	1	1	0	0	0	2	NEUROLOGIA	1	1	0	0	0	2	PSIQUIATRIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F84.9	TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO	0	0	0	0	5	PEDIATRIA	3	1	0	0	0	4	NEUROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F90.0	PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION	1	0	0	1	4	PSIQUIATRIA	1	1	0	0	0	2	NEUROLOGIA	0	2	0	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F90.1	TRASTORNO HIPERCINETICO DE LA CONDUCTA	1	0	0	1	4	PSIQUIATRIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
F90.9	TRASTORNO HIPERCINETICO, NO ESPECIFICADO	1	0	0	1	4	PSIQUIATRIA	1	2	0	0	0	3	NEUROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G40.0	EPILEPSIA Y SINDROMES EPILEPTICOS IDIOPATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES DE INICIO LOCALIZADO	0	0	0	0	5	NEUROLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G40.1	EPILEPSIA Y SINDROMES EPILEPTICOS SINTOMATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES PARCIALES SIMPLES	0	0	0	0	5	NEUROLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G40.2	EPILEPSIA Y SINDROMES EPILEPTICOS SINTOMATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES PARCIALES COMPLEJOS	0	0	0	0	5	NEUROLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G40.3	EPILEPSIA Y SINDROMES EPILEPTICOS IDIOPATICOS GENERALIZADOS	0	0	0	0	5	NEUROLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G40.4	OTRAS EPILEPSIAS Y SINDROMES EPILEPTICOS GENERALIZADOS	0	0	0	0	5	NEUROLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G40.5	SINDROMES EPILEPTICOS ESPECIALES	0	0	0	0	5	NEUROLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G40.7	PEQUEÃ'O MAL, NO ESPECIFICADO (SIN ATAQUE DE GRAN MAL)	0	0	0	0	5	NEUROLOGIA	4	1	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G40.8	OTRAS EPILEPSIAS	0	0	0	0	5	NEUROLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G40.9	EPILEPSIA, TIPO NO ESPECIFICADO	0	0	0	0	5	NEUROLOGIA	3	2	0	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G44.0	SINDROME DE CEFALEA EN RACIMOS	1	0	0	1	4	NEUROLOGIA	0	3	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G44.1	CEFALEA VASCULAR, NCOP	0	0	0	0	5	NEUROLOGIA	1	2	2	0	0	5		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G44.2	CEFALEA DEBIDA A TENSION	2	0	2	4	1	NEUROLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G44.3	CEFALEA POSTRAUMATICA CRONICA	1	0	0	1	4	NEUROLOGIA	3	1	0	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
G44.8	OTROS SINDROMES DE CEFALEA ESPECIFICADOS	2	0	1	3	2	NEUROLOGIA	0	1	1	0	0	2		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
H00.0	ORZUELO Y OTRAS INFLAMACIONES PROFUNDAS DEL PARPADO	1	0	1	2	3	OFTALMOLOGIA	0	1	2	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
H00.1	CALACIO [CHALAZION]	1	0	1	2	3	OFTALMOLOGIA	1	0	2	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
H10.0	CONJUNTIVITIS MUCOPURULENTA	1	0	1	2	3	OFTALMOLOGIA	2	1	0	0	0	3		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
H10.1	CONJUNTIVITIS ATOPICA AGUDA	3	0	1	4	1	OFTALMOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
H10.2	OTRAS CONJUNTIVITIS AGUDAS	3	0	1	4	1	OFTALMOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
H10.3	CONJUNTIVITIS AGUDA, NO ESPECIFICADA	3	0	1	4	1	OFTALMOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
H10.4	CONJUNTIVITIS CRONICA	1	0	0	1	4	OFTALMOLOGIA	2	1	1	0	0	4		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
H10.5	BLEFAROCONJUNTIVITIS	3	0	1	4	1	OFTALMOLOGIA	1	0	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
H10.8	OTRAS CONJUNTIVITIS	3	0	1	4	1	OFTALMOLOGIA	0	1	0	0	0	1		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	5	B
